0;1;2;3;4;5;6;7;8;9
-0.6473985055999996;-0.026338913699999866;-0.4254541860999968;-0.11961286749999911;-0.794013059599997;0.01879920339999894;0.6955334258000033;-0.2506603879000009;0.7144880593000027;-0.814847417100005
0.09605295660000054;-0.16584518280000063;-0.0982822858000006;-0.09838869770000112;-0.37991573380000004;1.1965269282999953;-0.17091159669999953;-0.13200691419999827;-0.4341323070000011;-0.05617221070000011
0.14839459489999796;-0.2348703055000004;-0.36927401099999735;1.5619504331999945;-0.1498041119000005;0.09976113119999937;-0.30829081389999924;-0.048914369399998374;-0.1172391574999994;-0.3045270598999986
-0.2689913023000025;0.4226283215000012;0.1244753104000002;-0.49552109210000367;-0.7964611610999954;-0.47345691370000276;0.9520471305000012;0.7108203226000046;0.9259178586999994;-0.22391256809999938
-0.12011333039999987;0.3422270327000038;-0.17656464570000094;-0.4146720462000018;-0.08031155030000033;-0.39516114559999854;-0.07034297969999992;-0.6397830491000017;0.9875235775000002;-0.6934873481000009
-0.6595671754999988;-0.018545454699999808;-1.0634548004999926;0.8664643899999993;0.2729087020999989;-0.8492923402999957;0.6635777772000008;0.1318493803000006;0.8201026335999988;-0.40507551659999913
0.8848662213999997;0.7792639292000045;-0.9265741916000024;-0.42744157260000243;0.8836693459999992;0.18995990679999913;-0.2709769971000022;-0.23587864079999873;0.5298967647000041;-0.5188411942000051
-0.17128770029999932;-0.1488573470999989;-0.321018022400001;-0.026670851599996655;1.2474849274999915;-0.1602941246999977;-0.16973502920000041;-0.31192387019999895;-0.20144935979999767;-0.13301418129999948
0.16682582579999936;1.3896497933000105;-0.396882197399998;-0.17872731510000012;-0.652501079600001;-0.06343837939999987;-0.044451942400000215;-0.10966525530000065;-0.22227734880000027;-0.04957738700000017
0.10719151590000064;0.2626725638000014;-0.2807614745;0.14125316379999964;-0.12179337769999983;-0.4535419026000004;-0.35125150049999687;0.04274420740000013;0.3953751426000014;0.36059909409999985
0.12145604539999903;-0.29013978050000006;-0.24156585510000098;-0.3676922496000033;-0.4829426750999985;-0.24652982669999968;1.4129568280000018;-0.005116464599999606;-0.1239983086999987;0.0840181404999991
-0.19386879790000003;0.0751265376000008;0.7027343705000028;0.044507832500002315;0.26476723740000285;0.13170472259999946;0.04121067189999989;0.021476093400002554;-0.14354274470000064;-0.0857459703
0.11511234280000042;-0.456500628900003;-0.13585891710000098;-0.04439259249999985;-0.41003544249999646;0.021946326700000126;-0.05482846809999967;-0.07629576269999973;1.0923716580000002;0.0225436033999999
-0.37012728149999996;0.01955596730000054;0.6306110350999999;0.46961273859999814;-0.5908455546999982;0.7631923955000044;-0.4505358736000007;-0.32147823110000084;-0.42319753500000085;0.45613152740000334
0.05696003749999836;-0.11277840590000006;-0.5409349424999998;-0.4937758663999988;-0.3107946462999995;-0.06840571320000102;-0.03714238420000115;1.410489073299998;-0.003913206899999004;0.049257140099999666
0.07463970349999992;0.2143073768000001;0.06912376849999916;0.344805551000003;-0.21261961369999885;0.2854447572000002;-0.4719920719000008;0.5801980577000005;-0.6341636292999983;-0.2171901572999998
-0.2528520574999996;0.4794398848000035;0.3192568074000005;0.43320688249999995;0.00961431640000045;0.42316380159999906;0.5654742982000016;-0.05905281789999941;-0.6240183576999956;-0.44432652760000163
0.01584158770000144;0.09413010610000118;-0.449964950299998;0.0540950907999993;0.29824554080000343;-0.16241984160000011;-0.004781728399999934;0.10516954910000077;0.39757707280000193;0.13985339260000132
-0.6055602274999992;0.23000329640000017;0.739486659699995;-0.38107136249999835;0.8893886100999943;-0.2693882715999995;-0.3655081652000012;-0.1411458207999999;0.9405107558000018;0.34357923299999993
1.1778164622000038;-0.4393254867999993;0.007676272500000244;-0.03130958959999988;-0.010659261499999224;-0.011856662900000451;-0.023779538299999427;-0.003482463800000118;-0.14397911639999986;0.06626918890000089
-0.07004480589999663;-0.3381576446000038;1.4187285275999983;-0.07816069680000033;-0.523666534499997;-0.2966451488999995;-0.22338680999999808;0.3404061211999996;0.2786560683999992;0.1741598226000001
0.38404639529999973;-0.05858846330000018;0.47400001710000217;-0.03682590319999964;-0.24297532579999992;0.5149561803000031;0.6525266516999959;0.825664995000001;0.5866832000000003;0.5560327071000014
0.7005348729000026;0.7410602622999947;-0.9197842407999981;0.7895189898999955;-0.35259805690000057;0.5617892783999949;0.6040007234999998;-0.7039874929000011;0.7878539703000066;-0.8372508201999933
0.17369488499999955;-0.099323931899999;-0.19080689979999885;-0.04902027509999968;-0.49358161349999735;-0.18233622059999904;-0.1835621067000005;-0.22307793640000054;-0.2617967719999999;1.3362963538999975
0.8074549919999958;-0.7898151921000056;-0.2780403474000008;-0.12432693500000033;-0.4865420151999995;0.5491224299000002;-0.2809774724000014;-0.13676134839999868;-0.6506479273999991;-0.13676496070000002
